Lineage,Country,Localitynew,Latitude,Longitude_c,Island,Sex,Bill,Wing
Tyto alba,South_Africa,BonneEspérance,-34.27,18.421,0,NA,200,290
Tyto alba,South_Africa,BonneEspérance,-34.27,18.4215,0,NA,179,291
Tyto alba,South_Africa,BonneEspérance,-34.27,18.422,0,NA,184,296
Tyto alba,South_Africa,Umzumbe,-30.48,30.33,0,1,188,282
Tyto alba,South_Africa,Hamanskraal,-25.41,28.28,0,1,171,281
Tyto alba,South_Africa,Hamanskraal,-25.41,28.2805,0,2,206,290
Tyto alba,South_Africa,Pretoria,-25.76,28.21,0,1,195,291
Tyto alba,South_Africa,PortElisabeth,-33.74,25.48,0,1,196,289
Tyto alba,South_Africa,Durban,-29.85,31.0315,0,1,201,298
Tyto alba,South_Africa,Durban,-29.85,31.0325,0,2,201,290
Tyto alba,South_Africa,Durban,-29.85,31.0335,0,1,200,303
Tyto alba,South_Africa,Durban,-29.85,31.0345,0,2,202,294
Tyto alba,South_Africa,Durban,-29.85,31.0365,0,2,199,289
Tyto alba,South_Africa,Durban,-29.85,31.037,0,1,186,288
Tyto alba,South_Africa,Durban,-29.85,31.0375,0,1,176,297
Tyto alba,South_Africa,Durban,-29.85,31.0385,0,1,190,301
Tyto alba,South_Africa,Durban,-29.85,31.036,0,1,192,297
Tyto alba,South_Africa,Durban,-29.85,31.035,0,2,195,296
Tyto alba,South_Africa,Durban,-29.85,31.034,0,2,179,286
Tyto alba,South_Africa,Durban,-29.85,31.033,0,2,207,300
Tyto alba,South_Africa,Durban,-29.85,31.032,0,1,182,292
Tyto alba,South_Africa,Durban,-29.85,31.0305,0,1,177,285
Tyto alba,South_Africa,Durban,-29.85,31.0295,0,2,195,289
Tyto alba,South_Africa,Durban,-29.85,31.029,0,2,188,303
Tyto alba,South_Africa,Durban,-29.85,31.028,0,2,183,289
Tyto alba,South_Africa,Durban,-29.85,31.0275,0,1,181,288
Tyto alba,South_Africa,Durban,-29.85,31.027,0,1,203,303
Tyto alba,South_Africa,Durban,-29.85,31.0265,0,2,194,293
Tyto alba,South_Africa,NewcastleSA,-27.71,29.92,0,2,210,310
Tyto alba,Mozambique,Panda,-24.07,34.731,0,2,204,289
Tyto alba,South_Africa,Pinetown,-29.84,30.83,0,2,186,299
Tyto alba,South_Africa,Durban,-29.85,31.026,0,2,183,290
Tyto alba,South_Africa,Durban,-29.85,31.0255,0,1,195,292
Tyto alba,South_Africa,Durban,-29.85,31.025,0,NA,200,288
Tyto alba,South_Africa,Estcourt,-29.01,29.88,0,2,188,292
Tyto alba,South_Africa,Pietermaritzburg,-29.63,30.36,0,NA,190,292
Tyto alba,South_Africa,Pietermaritzburg,-29.63,30.3605,0,NA,191,285
Tyto alba,South_Africa,Sapkama,-33.22,25.03,0,NA,180,287
Tyto alba,South_Africa,StLuciaSA,-28.37,32.41,0,2,175,300
Tyto alba,South_Africa,Durban,-29.85,31.024,0,2,194,292
Tyto alba,South_Africa,DurbanInternationalAirport,-29.61,31.11,0,NA,200,302
Tyto alba,South_Africa,Durban,-29.85,31.0235,0,2,189,288
Tyto alba,South_Africa,Durban,-29.85,31.023,0,NA,193,289
Tyto alba,South_Africa,GraaffReinet,-32.2,24.46,0,2,199,301
Tyto alba,South_Africa,CapeTown,-33.96,18.44,0,NA,193,292
Tyto alba,South_Africa,Hopetown,-29.62,24.08,0,NA,196,291
Tyto alba,South_Africa,Irene,-25.88,28.22,0,1,194,287
Tyto alba,South_Africa,Pietermaritzburg,-29.63,30.361,0,2,188,300
Tyto alba,South_Africa,Natal,-28.6,30.6,0,1,197,284
Tyto alba,South_Africa,Natal,-28.6,30.6005,0,NA,190,287
Tyto alba,Botswana,Gaborone,-26.64,25.99,0,2,180,283
Tyto alba,South_Africa,KingWilliamstown,-32.88,27.41,0,NA,186,298
Tyto alba,South_Africa,KingWilliamstown,-32.88,27.4105,0,NA,184,289
Tyto alba,South_Africa,NewcastleSA,-27.71,29.9205,0,NA,212,282
Tyto alba,South_Africa,Natal,-28.6,30.601,0,NA,198,289
Tyto alba,South_Africa,Natal,-28.6,30.6015,0,NA,197,287
Tyto alba,South_Africa,Natal,-28.6,30.602,0,NA,176,289
Tyto alba,South_Africa,Natal,-28.6,30.6025,0,NA,179,290
Tyto alba,South_Africa,Umzumbe,-30.48,30.3305,0,NA,199,298
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.58,0,1,181,287
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.5805,0,1,188,293
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.581,0,1,204,296
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.5815,0,2,204,298
Tyto alba,Zambia,Mazabuka,-15.86,27.75,0,2,166,279
Tyto alba,South_Africa,Pretoria,-25.76,28.2105,0,NA,180,285
Tyto alba,South_Africa,Ladysmith,-28.56,29.78,0,1,195,289
Tyto alba,South_Africa,Durban,-29.85,31.022,0,1,189,282
Tyto alba,South_Africa,Durban,-29.85,31.0215,0,2,197,296
Tyto alba,South_Africa,Umgeni,-29.79,30.9905,0,1,167,281
Tyto alba,South_Africa,Umgeni,-29.79,30.99,0,2,187,298
Tyto alba,South_Africa,Modderriver,-29.02,24.6305,0,2,174,285
Tyto alba,South_Africa,Matatiele,-30.35,28.79,0,2,201,294
Tyto alba,South_Africa,Excelsior,-28.93,27.06,0,1,190,334
Tyto alba,South_Africa,Hedspruit,-24.34,30.97,0,2,193,295
Tyto alba,South_Africa,KuilsRiver,-34.02,18.71,0,NA,185,299
Tyto alba,South_Africa,Randburg,-26.15,28,0,NA,206,297
Tyto alba,South_Africa,MarbleHall,-24.93,29.29,0,NA,196,306
Tyto alba,South_Africa,Natal,-28.6,30.603,0,2,202,303
Tyto alba,South_Africa,Langkaagte,-26.21,28.03,0,NA,179,300
Tyto alba,South_Africa,Pretoria,-25.76,28.2115,0,1,175,296
Tyto alba,South_Africa,Pretoria,-25.76,28.212,0,2,191,298
Tyto alba,South_Africa,Pretoria,-25.76,28.2125,0,2,193,302
Tyto alba,South_Africa,Rustenburg,-25.64,27.25,0,1,189,288
Tyto alba,South_Africa,Soutpansberg,-23,29.86,0,NA,180,306
Tyto alba,South_Africa,Toowoomba,-30.25,25.4,0,2,201,302
Tyto alba,South_Africa,VanwyksvleiCarnarvon,-30.35,21.8,0,1,197,299
Tyto alba,South_Africa,Bloemfontein,-29.13,26.201,0,2,189,295
Tyto alba,South_Africa,Bloemfontein,-29.13,26.2015,0,NA,205,296
Tyto alba,South_Africa,Bloemfontein,-29.13,26.202,0,NA,179,298
Tyto alba,South_Africa,Durban,-29.85,31.0205,0,NA,195,276
Tyto alba,South_Africa,Kuruman,-27.45,23.44,0,2,193,283
Tyto alba,South_Africa,Kuruman,-27.45,23.4405,0,1,197,293
Tyto alba,South_Africa,Richmond,-29.88,30.27,0,1,180,288
Tyto alba,South_Africa,Zululand,-27.76,31.2605,0,2,189,279
Tyto alba,South_Africa,Zululand,-27.76,31.261,0,2,211,280
Tyto alba,South_Africa,Zululand,-27.76,31.26,0,1,192,292
Tyto alba,South_Africa,Pinetown,-29.84,30.8305,0,2,192,279
Tyto alba,South_Africa,Pinetown,-29.84,30.831,0,NA,193,289
Tyto alba,South_Africa,Potchefstroom,-26.7,27.06,0,NA,197,282
Tyto alba,South_Africa,Turfloop,-23.89,29.77,0,1,191,299
Tyto alba,South_Africa,OrangeRivercolony,-28.1,26.22,0,NA,183,297
Tyto alba,South_Africa,OrangeRivercolony,-28.1,26.221,0,NA,195,302
Tyto alba,South_Africa,Merrivale,-29.51,30.24,0,2,190,293
Tyto alba,South_Africa,PortAlfred,-33.59,26.89,0,1,192,291
Tyto alba,South_Africa,BonneEspérance,-34.27,18.425,0,NA,199,282
Tyto alba,South_Africa,BonneEspérance,-34.27,18.4255,0,1,182,295
Tyto alba,South_Africa,BonneEspérance,-34.27,18.426,0,2,205,289
Tyto alba,South_Africa,Ladysmith,-28.56,29.7805,0,1,187,286
Tyto alba,South_Africa,CapeTown,-33.96,18.441,0,1,201,301
Tyto alba,South_Africa,UniondaleSA,-33.64,23.13,0,NA,206,300
Tyto alba,South_Africa,GRAHAMSTOWN,-33.31,26.53,0,NA,201,294
Tyto alba,South_Africa,Warmbaths,-24.89,28.29,0,NA,195,296
Tyto alba,South_Africa,Hamanskraal,-25.41,28.2815,0,2,190,283
Tyto alba,South_Africa,Hamanskraal,-25.41,28.282,0,1,193,290
Tyto alba,South_Africa,Concordia,-34.02,23.02,0,1,197,285
Tyto alba,South_Africa,Knysna,-34.03,23.05,0,NA,188,283
Tyto alba,South_Africa,GrootSpelonken,-23.45,29.93,0,2,194,289
Tyto alba,South_Africa,GrootSpelonken,-23.45,29.9305,0,1,185,286
Tyto alba,South_Africa,Philipstown,-30.44,24.47,0,1,191,295
Tyto alba,South_Africa,BarkleyWest,-28.52,24.51,0,1,206,297
Tyto alba,South_Africa,ZoutpanCrater,-25.4,28.0705,0,2,197,288
Tyto alba,South_Africa,Hammanskraal,-25.41,28.25,0,1,207,292
Tyto alba,South_Africa,Excelsior,-28.93,27.0605,0,2,197,299
Tyto alba,South_Africa,ZoutpanCrater,-25.4,28.07,0,2,183,282
Tyto alba,South_Africa,Hekpoort,-25.89,27.61,0,2,187,298
Tyto alba,South_Africa,PollyShorts,-29.65,30.42,0,1,188,283
Tyto alba,South_Africa,Pietermaritzburg,-29.63,30.3615,0,1,200,304
Tyto alba,South_Africa,Kokstad,-30.52,29.42,0,1,196,296
Tyto alba,South_Africa,Pietermaritzburg,-29.63,30.362,0,NA,193,291
Tyto alba,South_Africa,Settlers,-24.95,28.5305,0,NA,210,310
Tyto alba,South_Africa,BergvilleCathedralPeakForestryReserve,-28.44,29.22,0,NA,196,295
Tyto alba,South_Africa,Pretoria,-25.76,28.2145,0,NA,180,284
Tyto alba,South_Africa,Elandsvlei,-26.15,27.68,0,NA,191,298
Tyto alba,South_Africa,Delmas,-26.16,28.6,0,NA,198,299
Tyto alba,South_Africa,N4Highway1,-25.65,27.99,0,NA,184,293
Tyto alba,South_Africa,N4Highway1,-25.65,27.9905,0,NA,196,293
Tyto alba,South_Africa,N1Highway1,-25.52,28.28,0,NA,196,288
Tyto alba,South_Africa,N1Highway2,-25.16,28.3,0,NA,198,300
Tyto alba,South_Africa,N4Highway1,-25.65,27.991,0,NA,194,287
Tyto alba,South_Africa,Brits,-25.6,27.81,0,2,191,297
Tyto alba,South_Africa,Johannesburg,-26.12,28.2,0,NA,190,307
Tyto alba,South_Africa,N4Highway2,-25.74,27.53,0,NA,191,296
Tyto alba,South_Africa,R50Rd1,-26.22,28.81,0,1,205,303
Tyto alba,South_Africa,R50Rd1,-26.22,28.8105,0,2,193,290
Tyto alba,South_Africa,Rensburgshoop,-26.36,29.41,0,1,182,295
Tyto alba,South_Africa,R50Rd1,-26.22,28.811,0,2,190,305
Tyto alba,South_Africa,R50Rd1,-26.22,28.8115,0,1,186,295
Tyto alba,South_Africa,R50Rd1,-26.22,28.812,0,1,203,293
Tyto alba,South_Africa,R50Rd1,-26.22,28.8125,0,NA,189,292
Tyto alba,South_Africa,Delmas,-26.16,28.6005,0,NA,195,294
Tyto alba,South_Africa,Elof,-26.17,28.6005,0,NA,201,297
Tyto alba,South_Africa,R50Rd1,-26.22,28.813,0,NA,182,295
Tyto alba,South_Africa,R50Rd1,-26.22,28.8135,0,NA,195,304
Tyto alba,South_Africa,Delmas,-26.16,28.601,0,NA,185,288
Tyto alba,South_Africa,Delmas,-26.16,28.6015,0,NA,193,293
Tyto alba,South_Africa,Pietermaritzburg,-29.63,30.3625,0,2,200,302
Tyto alba,South_Africa,Brits,-25.6,27.8105,0,NA,187,275
Tyto alba,South_Africa,Settlers,-24.95,28.53,0,1,191,291
Tyto alba,South_Africa,R50Rd1,-26.22,28.814,0,2,184,295
Tyto alba,South_Africa,Natal,-28.6,30.6035,0,2,184,277
Tyto alba,South_Africa,Kopples,-26.92,27.82,0,2,205,311
Tyto alba,South_Africa,MiddelburgSA,-25.83,29.55,0,NA,187,288
Tyto alba,South_Africa,MataMata,-25.77,20,0,2,183,277
Tyto alba,South_Africa,Queenstown,-31.95,26.89,0,NA,190,280
Tyto alba,South_Africa,Queenstown,-31.95,26.8905,0,1,194,295
Tyto alba,South_Africa,Cambridgedistrict,-32.99,27.88,0,2,187,286
Tyto alba,South_Africa,EastLondon,-33.03,27.81,0,1,177,289
Tyto alba,South_Africa,Stutterheim,-32.58,27.4,0,1,195,301
Tyto alba,South_Africa,EastLondon,-33.03,27.8105,0,1,185,281
Tyto alba,South_Africa,Cambridgedistrict,-32.99,27.8805,0,2,205,283
Tyto alba,South_Africa,EastLondon,-33.03,27.811,0,1,182,288
Tyto alba,South_Africa,EastLondon,-33.03,27.8115,0,1,205,309
Tyto alba,South_Africa,EastLondon,-33.03,27.812,0,2,200,290
Tyto alba,South_Africa,EastLondon,-33.03,27.8125,0,1,205,295
Tyto alba,South_Africa,KingWilliamstown,-32.88,27.411,0,NA,184,294
Tyto alba,South_Africa,EastLondon,-33.03,27.813,0,2,188,281
Tyto alba,South_Africa,Seymour,-32.55,26.77,0,1,190,291
Tyto alba,South_Africa,EastLondon,-33.03,27.8135,0,2,185,299
Tyto alba,South_Africa,Toise,-32.45,27.39,0,1,199,299
Tyto alba,South_Africa,KingWilliamstown,-32.88,27.4115,0,2,186,287
Tyto alba,South_Africa,EastLondon,-33.03,27.814,0,2,191,292
Tyto alba,South_Africa,EastLondon,-33.03,27.8145,0,2,198,287
Tyto alba,South_Africa,KingWilliamstown,-32.88,27.412,0,NA,191,290
Tyto alba,South_Africa,KingWilliamstown,-32.88,27.4125,0,NA,184,291
Tyto alba,South_Africa,EastLondon,-33.03,27.815,0,2,189,298
Tyto alba,South_Africa,AlexandriaSA,-33.65,26.41,0,NA,187,291
Tyto alba,South_Africa,KingWilliamstown,-32.88,27.4135,0,1,197,297
Tyto alba,South_Africa,Dordrechtdistricht,-31.22,27.3,0,NA,189,296
Tyto alba,South_Africa,KingWilliamstown,-32.88,27.414,0,2,186,301
Tyto alba,South_Africa,KingWilliamstown,-32.88,27.4145,0,2,188,286
Tyto alba,South_Africa,Stutterheim,-32.58,27.4005,0,NA,193,290
Tyto alba,South_Africa,PortElisabeth,-33.74,25.4805,0,NA,199,293
Tyto alba,South_Africa,KingWilliamstown,-32.88,27.415,0,2,190,291
Tyto alba,South_Africa,KingWilliamstown,-32.88,27.4155,0,1,188,287
Tyto alba,South_Africa,KingWilliamstown,-32.88,27.416,0,2,196,302
Tyto alba,South_Africa,KingWilliamstown,-32.88,27.4165,0,2,184,285
Tyto alba,South_Africa,KingWilliamstown,-32.88,27.417,0,NA,187,305
Tyto alba,South_Africa,KingWilliamstown,-32.88,27.4175,0,2,193,287
Tyto alba,South_Africa,KingWilliamstown,-32.88,27.418,0,2,191,283
Tyto alba,South_Africa,EastLondon,-33.03,27.8155,0,1,190,298
Tyto alba,South_Africa,EastLondon,-33.03,27.816,0,1,187,291
Tyto alba,South_Africa,KingWilliamstown,-32.88,27.4185,0,1,190,287
Tyto alba,South_Africa,KingWilliamstown,-32.88,27.419,0,1,186,284
Tyto alba,South_Africa,PortElisabeth,-33.74,25.481,0,2,195,296
Tyto alba,South_Africa,EastLondon,-33.03,27.8165,0,1,185,306
Tyto alba,South_Africa,KingWilliamstown,-32.88,27.4195,0,NA,187,296
Tyto alba,South_Africa,Cambridgedistrict,-32.99,27.8812,0,1,191,290
Tyto alba,South_Africa,Lynedoch,-32.98,18.76,0,2,203,302
Tyto alba,South_Africa,Tokai,-34.06,18.44,0,1,199,298
Tyto alba,South_Africa,Ficksburg,-28.87,27.87,0,NA,201,289
Tyto alba,South_Africa,PortStJohns,-31.62,29.52,0,2,189,294
Tyto alba,South_Africa,Rondebosh,-33.97,18.48,0,2,192,298
Tyto alba,South_Africa,PortNolloth,-29.25,16.87,0,1,182,292
Tyto alba,Namibia,Onoolongo,-18.8,15.65,0,NA,216,271
Tyto alba,South_Africa,RondeVlei,-34.06,18.5,0,1,180,285
Tyto alba,South_Africa,KimberlySA,-28.73,24.74,0,2,182,232
Tyto alba,South_Africa,Hopetown,-29.62,24.0805,0,2,187,295
Tyto alba,South_Africa,KimberlySA,-28.73,24.741,0,1,187,290
Tyto alba,South_Africa,Modderriver,-29.02,24.63,0,NA,198,290
Tyto alba,South_Africa,KimberlySA,-28.73,24.7415,0,1,192,296
Tyto alba,South_Africa,Bloemfontein,-29.13,26.203,0,2,196,306
Tyto alba,South_Africa,Bloemfontein,-29.13,26.204,0,2,199,280
Tyto alba,South_Africa,Bloemfontein,-29.13,26.2045,0,2,198,292
Tyto alba,South_Africa,Bluemveld,-29.03,26.08,0,1,187,300
Tyto alba,South_Africa,Glen,-28.96,26.33,0,2,178,298
Tyto alba,South_Africa,Bloemfontein,-29.13,26.2,0,1,182,305
Tyto alba,South_Africa,Kroonstad,-27.64,27.27,0,1,203,298
Tyto alba,Swaziland,Swaziland,-26.6,31.5,0,1,188,273
Tyto alba,Tanzania,Ruvu,-6.86,38.33,0,NA,196,290
Tyto alba,Tanzania,Ruvu,-6.86,38.3305,0,NA,182,277
Tyto alba,Tanzania,Songea,-10.65,35.64,0,1,192,274
Tyto alba,Tanzania,Songea,-10.65,35.641,0,NA,200,289
Tyto alba,Tanzania,DarESSalaam,-6.81,39.2305,0,NA,196,288
Tyto alba,Tanzania,SamePareMTS,-4,37.75,0,2,188,286
Tyto alba,Tanzania,Kilosa,-6.83,36.99,0,1,207,291
Tyto alba,Tanzania,Ujiji,-4.93,29.68,0,2,195,287
Tyto alba,Tanzania,Nchinjidi,-9.61,39.42,0,2,195,295
Tyto alba,Tanzania,Nchinjidi,-9.61,39.4205,0,2,188,291
Tyto alba,Tanzania,Nchinjidi,-9.61,39.421,0,1,210,293
Tyto alba,Tanzania,Tukuyu,-9.25,33.64,0,2,195,288
Tyto alba,Tanzania,Mikindani,-10.28,40.1,0,1,213,297
Tyto alba,Tanzania,Arusha,-3.34,36.68,0,1,207,299
Tyto alba,Tanzania,Arusha,-3.34,36.681,0,2,197,286
Tyto alba,Tanzania,Naberea,-4.21,36.93,0,1,196,280
Tyto alba,Tanzania,Same,-4.083,37.717,0,1,191,290
Tyto alba,Tanzania,DarESSalaam,-6.81,39.231,0,2,193,280
Tyto alba,Tanzania,Mbugwe,-4,35.75,0,2,192,279
Tyto alba,Tanzania,Kilosa,-6.83,36.9905,0,1,200,267
Tyto alba,Tanzania,Amani,-5.1,38.63,0,1,203,278
Tyto alba,Tanzania,DarESSalaam,-6.81,39.2315,0,2,204,295
Tyto alba,Tanzania,Kilosa,-6.83,36.991,0,1,185,287
Tyto alba,Tanzania,DarESSalaam,-6.81,39.23,0,1,197,296
Tyto alba,Tanzania,Arusha,-3.34,36.682,0,2,180,285
Tyto alba,Tanzania,Arusha,-3.34,36.683,0,2,201,303
Tyto alba,Tanzania,Arusha,-3.34,36.6825,0,2,189,296
Tyto alba,Tanzania,Oldonyo,-3.17,36.65,0,1,200,293
Tyto alba,Tanzania,Arusha,-3.34,36.6805,0,1,200,301
Tyto alba,Tchad,NDjaména,12.1,15.07,0,NA,180,288
Tyto alba,Tchad,NDjaména,12.1,15.0705,0,1,188,248
Tyto alba,Tchad,NDjaména,12.1,15.071,0,2,220,281
Tyto alba,Tchad,WestLake,13.15,14.29,0,2,204,291
Tyto alba,Tchad,CantonLélé,9.29,15.79,0,NA,182,292
Tyto alba,Togo,Togo,8.5,1.1,0,NA,198,292
Tyto alba,Uganda,VictoriaUG,0.18,32.35,0,NA,195,302
Tyto alba,Uganda,Lango,2.18,33,0,1,212,292
Tyto alba,Uganda,Lango,2.18,33.0005,0,2,207,302
Tyto alba,Uganda,Moyo,3.65,31.73,0,2,202,288
Tyto alba,Kenya,TurkwelRiver,2.95,35.4005,0,2,189,278
Tyto alba,Uganda,Kitgum,3.29,32.88,0,NA,201,290
Tyto alba,Zambia,LUANGWARIVER,-12.75,32,0,1,186,298
Tyto alba,Zambia,Luanshya,-13.14,28.4,0,2,216,279
Tyto alba,Zambia,Ndola,-12.98,28.65,0,1,188,285
Tyto alba,Zambia,Lundazi,-12.28,33.18,0,2,196,277
Tyto alba,Zambia,Lusaka,-15.36,28.38,0,1,203,293
Tyto alba,Zambia,Solwezi,-12.17,26.38,0,NA,195,283
Tyto alba,Zambia,Kasama,-10.26,31.09,0,2,200,303
Tyto alba,Zambia,Chilanga,-15.57,28.2705,0,2,196,299
Tyto alba,Zambia,Kalichero,-13.5,32.45,0,1,189,292
Tyto alba,Zambia,Chipangali,-13.25,32.76,0,2,203,289
Tyto alba,Zambia,Chalimbama,-15.34,28.63,0,1,194,295
Tyto alba,Zambia,Mpika,-11.83,31.47,0,2,190,295
Tyto alba,Zambia,Solwezi,-12.17,26.3805,0,1,201,303
Tyto alba,Zambia,Balovale,-13.55,23.11,0,1,183,303
Tyto alba,Zambia,Luapula,-10.82,28.9,0,1,202,292
Tyto alba,Zambia,Kasempa,-13.32,26.56,0,NA,198,283
Tyto alba,Zanzibar,Zanzibar,-6.15,39.3205,1,2,228,292
Tyto alba,Zanzibar,Zanzibar,-6.15,39.32,1,2,198,286
Tyto alba,Zimbabwe,MashonalandRegion,-17.84,31.03,0,1,189,294
Tyto alba,Zimbabwe,Chikore,-17.79,32.3,0,1,187,300
Tyto alba,Zambia,Kafue,-17.71,28.22,0,2,195,295
Tyto alba,Zimbabwe,Harare,-17.84,31.1,0,NA,194,302
Tyto alba,Zimbabwe,Harare,-17.84,31.1005,0,1,195,286
Tyto alba,Zimbabwe,Harare,-17.84,31.101,0,1,212,285
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.582,0,1,195,296
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.5825,0,2,181,301
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.583,0,2,186,302
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.5835,0,2,202,299
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.584,0,2,204,291
Tyto alba,Zimbabwe,Harare,-17.84,31.1015,0,2,197,300
Tyto alba,Zimbabwe,Harare,-17.84,31.102,0,1,195,303
Tyto alba,Zimbabwe,Banket,-17.38,30.39,0,1,187,300
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.5855,0,2,205,302
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.586,0,1,192,300
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.5865,0,1,202,291
Tyto alba,Zimbabwe,Hillsidedams,-20.2,28.62,0,2,198,296
Tyto alba,Zimbabwe,Kingsdale,-20.1,28.61,0,1,199,307
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.587,0,2,203,304
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.588,0,2,188,297
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.5885,0,NA,182,285
Tyto alba,Zimbabwe,Hillsidedams,-20.2,28.621,0,1,211,304
Tyto alba,Zimbabwe,Harare,-17.84,31.1025,0,1,194,283
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.59,0,2,194,298
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.5905,0,NA,193,301
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.591,0,NA,188,282
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.5915,0,2,197,290
Tyto alba,Zimbabwe,Nyamandhlovu,-19.86,28.2705,0,2,197,285
Tyto alba,Zimbabwe,Harare,-17.84,31.103,0,2,196,290
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.592,0,2,190,294
Tyto alba,Zimbabwe,Esigodini,-20.29,28.93,0,2,196,315
Tyto alba,Zimbabwe,Matopos,-20.4,28.52,0,2,183,302
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.5925,0,2,206,317
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.593,0,2,190,290
Tyto alba,Zimbabwe,NampiniRanch,-17.95,25.31,0,2,203,292
Tyto alba,Zimbabwe,HwangeNationalPark,-18.73,26.96,0,2,197,314
Tyto alba,Zimbabwe,NampiniRanch,-17.95,25.3105,0,2,199,296
Tyto alba,Zimbabwe,Mvurwi,-17.03,30.85,0,2,190,297
Tyto alba,Zimbabwe,Borrowdale,-17.74,31.1,0,2,197,287
Tyto alba,Zimbabwe,Harare,-17.84,31.104,0,2,218,302
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.5935,0,1,191,289
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.594,0,1,203,297
Tyto alba,Zimbabwe,Harare,-17.84,31.105,0,1,208,292
Tyto alba,Zimbabwe,Matopos,-20.4,28.5205,0,1,195,291
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.5945,0,2,190,296
Tyto alba,Zimbabwe,NampiniRanch,-17.95,25.311,0,2,190,286
Tyto alba,Zimbabwe,Gwelo,-19.45,29.81,0,1,201,280
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.595,0,2,190,298
Tyto alba,Zimbabwe,Borrowdale,-17.74,31.101,0,NA,205,287
Tyto alba,Zimbabwe,ChirindaForest,-20.45,32.68,0,NA,197,309
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.5955,0,2,191,301
Tyto alba,Zimbabwe,MountHampden,-17.73,30.94,0,1,175,289
Tyto alba,Zimbabwe,Woodvalle,-20.01,28.65,0,1,194,294
Tyto alba,Zimbabwe,Mvuma,-19.27,30.52,0,2,187,298
Tyto alba,Zimbabwe,Hellensvalle,-17.74,31.1805,0,2,203,292
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.596,0,2,205,297
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.5965,0,2,202,285
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.597,0,1,199,306
Tyto alba,Zimbabwe,Harare,-17.84,31.106,0,1,204,303
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.5975,0,1,193,301
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.598,0,1,185,295
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.5985,0,2,193,289
Tyto alba,Zimbabwe,Norton,-17.88,30.68,0,2,196,292
Tyto alba,Zimbabwe,Insiza,-19.18,29.2,0,1,179,302
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.599,0,2,205,293
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.6,0,1,199,290
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.6005,0,2,203,297
Tyto alba,Zimbabwe,Highlands,-17.81,31.1,0,1,192,292
Tyto alba,Zimbabwe,Borrowdale,-17.74,31.102,0,1,194,305
Tyto alba,Zimbabwe,Harare,-17.84,31.1065,0,2,192,305
Tyto alba,Zimbabwe,Harare,-17.84,31.107,0,1,189,293
Tyto alba,Zimbabwe,Hellensvalle,-17.74,31.18,0,1,188,285
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.601,0,2,193,285
Tyto alba,Zimbabwe,Nyazura,-18.71,32.16,0,1,200,297
Tyto alba,Zimbabwe,Borrowdale,-17.74,31.103,0,2,205,286
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.6015,0,2,182,288
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.602,0,2,195,301
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.6025,0,1,177,293
Tyto alba,Zimbabwe,Bulawayo,-20.17,28.603,0,NA,200,289
Tyto alba,Zimbabwe,Harare,-17.84,31.108,0,1,202,292
Tyto alba,Zimbabwe,Harare,-17.84,31.1085,0,2,200,292
Tyto alba,Zimbabwe,LakeChivero,-17.89,30.83,0,1,186,297
Tyto alba,Zimbabwe,WestNicholson,-21.06,29.36,0,1,194,288
Tyto alba,Zimbabwe,Borrowdale,-17.74,31.1005,0,2,194,296
